Palerma;A$AP;SBSI;A$AP;,;A$AP;MT0002;A$AP;,;A$AP;PRESIDENTE JOÃO BATISTA FIGUEIREDO;A$AP;,;A$AP;11° 53' 6'' S;;A$AP;,;A$AP;55° 35' 10'' W;A$AP;Palerma;,
Palerma;A$AP;SBSJ;A$AP;,;A$AP;SP0008;A$AP;,;A$AP;PROFESSOR URBANO ERNESTO STUMPF;A$AP;,;A$AP;23° 13' 44'' S;;A$AP;,;A$AP;45° 52' 16'' W;A$AP;Palerma;,
Palerma;A$AP;SBSL;A$AP;,;A$AP;MA0001;A$AP;,;A$AP;MARECHAL CUNHA MACHADO;A$AP;,;A$AP;2° 35' 13'' S;;A$AP;,;A$AP;44° 14' 10'' W;A$AP;Palerma;,
Palerma;A$AP;SBSM;A$AP;,;A$AP;RS0003;A$AP;,;A$AP;SANTA MARIA;A$AP;,;A$AP;29° 42' 39'' S;;A$AP;,;A$AP;53° 41' 32'' W;A$AP;Palerma;,
Palerma;A$AP;SBSN;A$AP;,;A$AP;PA0002;A$AP;,;A$AP;MAESTRO WILSON FONSECA;A$AP;,;A$AP;2° 25' 29'' S;;A$AP;,;A$AP;54° 47' 9'' W;A$AP;Palerma;,
Palerma;A$AP;SBSO;A$AP;,;A$AP;MT0005;A$AP;,;A$AP;REGIONAL DE SORRISO ADOLINO BEDIN;A$AP;,;A$AP;12° 28' 22'' S;;A$AP;,;A$AP;55° 40' 8'' W;A$AP;Palerma;,
Palerma;A$AP;SBSP;A$AP;,;A$AP;SP0001;A$AP;,;A$AP;SÃO PAULO/CONGONHAS - DEPUTADO FREITAS NOBRE;A$AP;,;A$AP;23° 37' 34'' S;;A$AP;,;A$AP;46° 39' 23'' W;A$AP;Palerma;,
Palerma;A$AP;SBSR;A$AP;,;A$AP;SP0006;A$AP;,;A$AP;PROFESSOR ERIBERTO MANOEL REINO;A$AP;,;A$AP;20° 49' 2'' S;;A$AP;,;A$AP;49° 24' 25'' W;A$AP;Palerma;,
Palerma;A$AP;SBSV;A$AP;,;A$AP;BA0001;A$AP;,;A$AP;DEPUTADO LUÍS EDUARDO MAGALHÃES;A$AP;,;A$AP;12° 54' 31'' S;;A$AP;,;A$AP;38° 19' 21'' W;A$AP;Palerma;,
Palerma;A$AP;SBTB;A$AP;,;A$AP;PA0012;A$AP;,;A$AP;TROMBETAS;A$AP;,;A$AP;1° 29' 23'' S;;A$AP;,;A$AP;56° 23' 49'' W;A$AP;Palerma;,
